observation_date,GDP,T10YIE,VIXCLS
2016-06-30,18711.702,1.4,15.63
2016-07-01,18892.639,1.43,14.77
2016-07-05,18892.639,1.4,15.58
2016-07-06,18892.639,1.43,14.96
2016-07-07,18892.639,1.43,14.76
2016-07-08,18892.639,1.43,13.2
2016-07-11,18892.639,1.42,13.54
2016-07-12,18892.639,1.46,13.55
2016-07-13,18892.639,1.45,13.04
2016-07-14,18892.639,1.45,12.82
2016-07-15,18892.639,1.49,12.67
2016-07-18,18892.639,1.49,12.44
2016-07-19,18892.639,1.44,11.97
2016-07-20,18892.639,1.46,11.77
2016-07-21,18892.639,1.52,12.74
2016-07-22,18892.639,1.51,12.02
2016-07-25,18892.639,1.5,12.87
2016-07-26,18892.639,1.5,13.05
2016-07-27,18892.639,1.49,12.83
2016-07-28,18892.639,1.52,12.72
2016-07-29,18892.639,1.49,11.87
2016-08-01,18892.639,1.46,12.44
2016-08-02,18892.639,1.44,13.37
2016-08-03,18892.639,1.46,12.86
2016-08-04,18892.639,1.47,12.42
2016-08-05,18892.639,1.5,11.39
2016-08-08,18892.639,1.51,11.5
2016-08-09,18892.639,1.49,11.66
2016-08-10,18892.639,1.44,12.05
2016-08-11,18892.639,1.47,11.68
2016-08-12,18892.639,1.44,11.55
2016-08-15,18892.639,1.45,11.81
2016-08-16,18892.639,1.44,12.64
2016-08-17,18892.639,1.47,12.19
2016-08-18,18892.639,1.47,11.43
2016-08-19,18892.639,1.48,11.34
2016-08-22,18892.639,1.47,12.27
2016-08-23,18892.639,1.48,12.38
2016-08-24,18892.639,1.48,13.45
2016-08-25,18892.639,1.49,13.63
2016-08-26,18892.639,1.47,13.65
2016-08-29,18892.639,1.46,12.94
2016-08-30,18892.639,1.46,13.12
2016-08-31,18892.639,1.47,13.42
2016-09-01,18892.639,1.45,13.48
2016-09-02,18892.639,1.47,11.98
2016-09-06,18892.639,1.49,12.02
2016-09-07,18892.639,1.51,11.94
2016-09-08,18892.639,1.52,12.51
2016-09-09,18892.639,1.5,17.5
2016-09-12,18892.639,1.51,15.16
2016-09-13,18892.639,1.49,17.85
2016-09-14,18892.639,1.49,18.14
2016-09-15,18892.639,1.49,16.3
2016-09-16,18892.639,1.51,15.37
2016-09-19,18892.639,1.5,15.53
2016-09-20,18892.639,1.49,15.92
2016-09-21,18892.639,1.51,13.3
2016-09-22,18892.639,1.55,12.02
2016-09-23,18892.639,1.57,12.29
2016-09-26,18892.639,1.54,14.5
2016-09-27,18892.639,1.52,13.1
2016-09-28,18892.639,1.56,12.39
2016-09-29,18892.639,1.54,14.02
2016-09-30,18892.639,1.6,13.29
2016-10-03,19089.379,1.63,13.57
2016-10-04,19089.379,1.62,13.63
2016-10-05,19089.379,1.62,12.99
2016-10-06,19089.379,1.64,12.84
2016-10-07,19089.379,1.63,13.48
2016-10-10,19089.379,,13.38
2016-10-11,19089.379,1.64,15.36
2016-10-12,19089.379,1.64,15.91
2016-10-13,19089.379,1.63,16.69
2016-10-14,19089.379,1.67,16.12
2016-10-17,19089.379,1.68,16.21
2016-10-18,19089.379,1.66,15.28
2016-10-19,19089.379,1.68,14.41
2016-10-20,19089.379,1.68,13.75
2016-10-21,19089.379,1.67,13.34
2016-10-24,19089.379,1.66,13.02
2016-10-25,19089.379,1.7,13.46
2016-10-26,19089.379,1.71,14.24
2016-10-27,19089.379,1.72,15.36
2016-10-28,19089.379,1.73,16.19
2016-10-31,19089.379,1.73,17.06
2016-11-01,19089.379,1.72,18.56
2016-11-02,19089.379,1.7,19.32
2016-11-03,19089.379,1.68,22.08
2016-11-04,19089.379,1.68,22.51
2016-11-07,19089.379,1.71,18.71
2016-11-08,19089.379,1.73,18.74
2016-11-09,19089.379,1.82,14.38
2016-11-10,19089.379,1.88,14.74
2016-11-11,19089.379,,14.17
2016-11-14,19089.379,1.83,14.48
2016-11-15,19089.379,1.82,13.37
2016-11-16,19089.379,1.83,13.72
2016-11-17,19089.379,1.87,13.35
2016-11-18,19089.379,1.9,12.85
2016-11-21,19089.379,1.91,12.42
2016-11-22,19089.379,1.9,12.41
2016-11-23,19089.379,1.92,12.43
2016-11-25,19089.379,1.89,12.34
2016-11-28,19089.379,1.85,13.15
2016-11-29,19089.379,1.86,12.9
2016-11-30,19089.379,1.94,13.33
2016-12-01,19089.379,1.97,14.07
2016-12-02,19089.379,1.91,14.12
2016-12-05,19089.379,1.94,12.14
2016-12-06,19089.379,1.95,11.79
2016-12-07,19089.379,1.92,12.22
2016-12-08,19089.379,1.95,12.64
2016-12-09,19089.379,1.96,11.75
2016-12-12,19089.379,1.98,12.64
2016-12-13,19089.379,1.95,12.72
2016-12-14,19089.379,1.94,13.19
2016-12-15,19089.379,1.9,12.79
2016-12-16,19089.379,1.86,12.2
2016-12-19,19089.379,1.86,11.71
2016-12-20,19089.379,1.9,11.45
2016-12-21,19089.379,1.91,11.27
2016-12-22,19089.379,1.95,11.43
2016-12-23,19089.379,1.97,11.44
2016-12-27,19089.379,1.99,11.99
2016-12-28,19089.379,1.95,12.95
2016-12-29,19089.379,1.94,13.37
2016-12-30,19089.379,1.95,14.04
2017-01-03,19280.084,1.98,12.85
2017-01-04,19280.084,1.99,11.85
2017-01-05,19280.084,1.95,11.67
2017-01-06,19280.084,1.96,11.32
2017-01-09,19280.084,1.95,11.56
2017-01-10,19280.084,1.95,11.49
2017-01-11,19280.084,1.99,11.26
2017-01-12,19280.084,1.98,11.54
2017-01-13,19280.084,1.99,11.23
2017-01-17,19280.084,1.97,11.87
2017-01-18,19280.084,2.0,12.48
2017-01-19,19280.084,2.04,12.78
2017-01-20,19280.084,2.04,11.54
2017-01-23,19280.084,2.02,11.77
2017-01-24,19280.084,2.06,11.07
2017-01-25,19280.084,2.08,10.81
2017-01-26,19280.084,2.08,10.63
2017-01-27,19280.084,2.08,10.58
2017-01-30,19280.084,2.07,11.88
2017-01-31,19280.084,2.05,11.99
2017-02-01,19280.084,2.05,11.81
2017-02-02,19280.084,2.05,11.93
2017-02-03,19280.084,2.05,10.97
2017-02-06,19280.084,2.02,11.37
2017-02-07,19280.084,2.0,11.29
2017-02-08,19280.084,1.96,11.45
2017-02-09,19280.084,1.99,10.88
2017-02-10,19280.084,2.01,10.85
2017-02-13,19280.084,2.0,11.07
2017-02-14,19280.084,2.01,10.74
2017-02-15,19280.084,2.06,11.97
2017-02-16,19280.084,2.02,11.76
2017-02-17,19280.084,2.01,11.49
2017-02-21,19280.084,2.03,11.57
2017-02-22,19280.084,2.04,11.74
2017-02-23,19280.084,2.03,11.71
2017-02-24,19280.084,2.0,11.47
2017-02-27,19280.084,2.01,12.09
2017-02-28,19280.084,2.02,12.92
2017-03-01,19280.084,2.03,12.54
2017-03-02,19280.084,2.01,11.81
2017-03-03,19280.084,2.04,10.96
2017-03-06,19280.084,2.01,11.24
2017-03-07,19280.084,2.03,11.45
2017-03-08,19280.084,2.01,11.86
2017-03-09,19280.084,2.0,12.3
2017-03-10,19280.084,2.01,11.66
2017-03-13,19280.084,2.01,11.35
2017-03-14,19280.084,1.99,12.3
2017-03-15,19280.084,2.01,11.63
2017-03-16,19280.084,2.02,11.21
2017-03-17,19280.084,2.01,11.28
2017-03-20,19280.084,2.0,11.34
2017-03-21,19280.084,1.98,12.47
2017-03-22,19280.084,1.97,12.81
2017-03-23,19280.084,1.95,13.12
2017-03-24,19280.084,1.98,12.96
2017-03-27,19280.084,1.97,12.5
2017-03-28,19280.084,1.97,11.53
2017-03-29,19280.084,1.98,11.42
2017-03-30,19280.084,1.96,11.54
2017-03-31,19280.084,1.97,12.37
2017-04-03,19438.643,1.96,12.38
2017-04-04,19438.643,1.96,11.79
2017-04-05,19438.643,1.97,12.89
2017-04-06,19438.643,1.95,12.39
2017-04-07,19438.643,1.94,12.87
2017-04-10,19438.643,1.93,14.05
2017-04-11,19438.643,1.91,15.07
2017-04-12,19438.643,1.9,15.77
2017-04-13,19438.643,1.92,15.96
2017-04-17,19438.643,1.88,14.66
2017-04-18,19438.643,1.85,14.42
2017-04-19,19438.643,1.85,14.93
2017-04-20,19438.643,1.85,14.15
2017-04-21,19438.643,1.84,14.63
2017-04-24,19438.643,1.87,10.84
2017-04-25,19438.643,1.91,10.76
2017-04-26,19438.643,1.9,10.85
2017-04-27,19438.643,1.91,10.36
2017-04-28,19438.643,1.92,10.82
2017-05-01,19438.643,1.92,10.11
2017-05-02,19438.643,1.88,10.59
2017-05-03,19438.643,1.87,10.68
2017-05-04,19438.643,1.86,10.46
2017-05-05,19438.643,1.86,10.57
2017-05-08,19438.643,1.86,9.77
2017-05-09,19438.643,1.86,9.96
2017-05-10,19438.643,1.85,10.21
2017-05-11,19438.643,1.88,10.6
2017-05-12,19438.643,1.84,10.4
2017-05-15,19438.643,1.82,10.42
2017-05-16,19438.643,1.82,10.65
2017-05-17,19438.643,1.78,15.59
2017-05-18,19438.643,1.8,14.66
2017-05-19,19438.643,1.82,12.04
2017-05-22,19438.643,1.82,10.93
2017-05-23,19438.643,1.83,10.72
2017-05-24,19438.643,1.81,10.02
2017-05-25,19438.643,1.8,9.99
2017-05-26,19438.643,1.81,9.81
2017-05-30,19438.643,1.81,10.38
2017-05-31,19438.643,1.81,10.41
2017-06-01,19438.643,1.81,9.89
2017-06-02,19438.643,1.79,9.75
2017-06-05,19438.643,1.79,10.07
2017-06-06,19438.643,1.77,10.45
2017-06-07,19438.643,1.78,10.39
2017-06-08,19438.643,1.78,10.16
2017-06-09,19438.643,1.78,10.7
2017-06-12,19438.643,1.75,11.46
2017-06-13,19438.643,1.75,10.42
2017-06-14,19438.643,1.71,10.64
2017-06-15,19438.643,1.67,10.9
2017-06-16,19438.643,1.67,10.38
2017-06-19,19438.643,1.67,10.37
2017-06-20,19438.643,1.66,10.86
2017-06-21,19438.643,1.66,10.75
2017-06-22,19438.643,1.69,10.48
2017-06-23,19438.643,1.7,10.02
2017-06-26,19438.643,1.71,9.9
2017-06-27,19438.643,1.71,11.06
2017-06-28,19438.643,1.73,10.03
2017-06-29,19438.643,1.72,11.44
2017-06-30,19438.643,1.73,11.18
2017-07-03,19692.595,1.75,11.22
2017-07-05,19692.595,1.75,11.07
2017-07-06,19692.595,1.76,12.54
2017-07-07,19692.595,1.73,11.19
2017-07-10,19692.595,1.72,11.11
2017-07-11,19692.595,1.75,10.89
2017-07-12,19692.595,1.76,10.3
2017-07-13,19692.595,1.77,9.9
2017-07-14,19692.595,1.76,9.51
2017-07-17,19692.595,1.77,9.82
2017-07-18,19692.595,1.76,9.89
2017-07-19,19692.595,1.76,9.79
2017-07-20,19692.595,1.77,9.58
2017-07-21,19692.595,1.76,9.36
2017-07-24,19692.595,1.78,9.43
2017-07-25,19692.595,1.81,9.43
2017-07-26,19692.595,1.8,9.6
2017-07-27,19692.595,1.83,10.11
2017-07-28,19692.595,1.83,10.29
2017-07-31,19692.595,1.82,10.26
2017-08-01,19692.595,1.79,10.09
2017-08-02,19692.595,1.79,10.28
2017-08-03,19692.595,1.78,10.44
2017-08-04,19692.595,1.8,10.03
2017-08-07,19692.595,1.8,9.93
2017-08-08,19692.595,1.83,10.96
2017-08-09,19692.595,1.82,11.11
2017-08-10,19692.595,1.8,16.04
2017-08-11,19692.595,1.79,15.51
2017-08-14,19692.595,1.77,12.33
2017-08-15,19692.595,1.78,12.04
2017-08-16,19692.595,1.78,11.74
2017-08-17,19692.595,1.77,15.55
2017-08-18,19692.595,1.76,14.26
2017-08-21,19692.595,1.75,13.19
2017-08-22,19692.595,1.77,11.35
2017-08-23,19692.595,1.75,12.25
2017-08-24,19692.595,1.75,12.23
2017-08-25,19692.595,1.75,11.28
2017-08-28,19692.595,1.75,11.32
2017-08-29,19692.595,1.74,11.7
2017-08-30,19692.595,1.76,11.22
2017-08-31,19692.595,1.76,10.59
2017-09-01,19692.595,1.79,10.13
2017-09-05,19692.595,1.77,12.23
2017-09-06,19692.595,1.78,11.63
2017-09-07,19692.595,1.79,11.55
2017-09-08,19692.595,1.81,12.12
2017-09-11,19692.595,1.83,10.73
2017-09-12,19692.595,1.84,10.58
2017-09-13,19692.595,1.85,10.5
2017-09-14,19692.595,1.85,10.44
2017-09-15,19692.595,1.85,10.17
2017-09-18,19692.595,1.87,10.15
2017-09-19,19692.595,1.87,10.18
2017-09-20,19692.595,1.85,9.78
2017-09-21,19692.595,1.83,9.67
2017-09-22,19692.595,1.84,9.59
2017-09-25,19692.595,1.84,10.21
2017-09-26,19692.595,1.84,10.17
2017-09-27,19692.595,1.87,9.87
2017-09-28,19692.595,1.87,9.55
2017-09-29,19692.595,1.84,9.51
2017-10-02,20037.088,1.83,9.45
2017-10-03,20037.088,1.84,9.51
2017-10-04,20037.088,1.85,9.63
2017-10-05,20037.088,1.86,9.19
2017-10-06,20037.088,1.87,9.65
2017-10-09,20037.088,,10.33
2017-10-10,20037.088,1.88,10.08
2017-10-11,20037.088,1.89,9.85
2017-10-12,20037.088,1.89,9.91
2017-10-13,20037.088,1.85,9.61
2017-10-16,20037.088,1.84,9.91
2017-10-17,20037.088,1.82,10.31
2017-10-18,20037.088,1.84,10.07
2017-10-19,20037.088,1.84,10.05
2017-10-20,20037.088,1.87,9.97
2017-10-23,20037.088,1.86,11.07
2017-10-24,20037.088,1.87,11.16
2017-10-25,20037.088,1.88,11.23
2017-10-26,20037.088,1.89,11.3
2017-10-27,20037.088,1.88,9.8
2017-10-30,20037.088,1.87,10.5
2017-10-31,20037.088,1.88,10.18
2017-11-01,20037.088,1.88,10.2
2017-11-02,20037.088,1.87,9.93
2017-11-03,20037.088,1.86,9.14
2017-11-06,20037.088,1.86,9.4
2017-11-07,20037.088,1.88,9.89
2017-11-08,20037.088,1.87,9.78
2017-11-09,20037.088,1.87,10.5
2017-11-10,20037.088,1.88,11.29
2017-11-13,20037.088,1.88,11.5
2017-11-14,20037.088,1.87,11.59
2017-11-15,20037.088,1.85,13.13
2017-11-16,20037.088,1.84,11.76
2017-11-17,20037.088,1.86,11.43
2017-11-20,20037.088,1.85,10.65
2017-11-21,20037.088,1.84,9.73
2017-11-22,20037.088,1.84,9.88
2017-11-24,20037.088,1.84,9.67
2017-11-27,20037.088,1.83,9.87
2017-11-28,20037.088,1.84,10.03
2017-11-29,20037.088,1.84,10.7
2017-11-30,20037.088,1.86,11.28
2017-12-01,20037.088,1.86,11.43
2017-12-04,20037.088,1.87,11.68
2017-12-05,20037.088,1.86,11.33
2017-12-06,20037.088,1.86,11.02
2017-12-07,20037.088,1.87,10.16
2017-12-08,20037.088,1.88,9.58
2017-12-11,20037.088,1.88,9.34
2017-12-12,20037.088,1.89,9.92
2017-12-13,20037.088,1.88,10.18
2017-12-14,20037.088,1.87,10.49
2017-12-15,20037.088,1.88,9.42
2017-12-18,20037.088,1.89,9.53
2017-12-19,20037.088,1.91,10.03
2017-12-20,20037.088,1.92,9.72
2017-12-21,20037.088,1.93,9.62
2017-12-22,20037.088,1.94,9.9
2017-12-26,20037.088,1.94,10.25
2017-12-27,20037.088,1.94,10.47
2017-12-28,20037.088,1.96,10.18
2017-12-29,20037.088,1.96,11.04
2018-01-02,20328.553,2.0,9.77
2018-01-03,20328.553,1.98,9.15
2018-01-04,20328.553,2.01,9.22
2018-01-05,20328.553,2.01,9.22
2018-01-08,20328.553,2.02,9.52
2018-01-09,20328.553,2.03,10.08
2018-01-10,20328.553,2.03,9.82
2018-01-11,20328.553,2.0,9.88
2018-01-12,20328.553,2.01,10.16
2018-01-16,20328.553,2.03,11.66
2018-01-17,20328.553,2.04,11.91
2018-01-18,20328.553,2.05,12.22
2018-01-19,20328.553,2.06,11.27
2018-01-22,20328.553,2.06,11.03
2018-01-23,20328.553,2.06,11.1
2018-01-24,20328.553,2.07,11.47
2018-01-25,20328.553,2.07,11.58
2018-01-26,20328.553,2.09,11.08
2018-01-29,20328.553,2.09,13.84
2018-01-30,20328.553,2.1,14.79
2018-01-31,20328.553,2.11,13.54
2018-02-01,20328.553,2.11,13.47
2018-02-02,20328.553,2.14,17.31
2018-02-05,20328.553,2.1,37.32
2018-02-06,20328.553,2.1,29.98
2018-02-07,20328.553,2.1,27.73
2018-02-08,20328.553,2.09,33.46
2018-02-09,20328.553,2.05,29.06
2018-02-12,20328.553,2.07,25.61
2018-02-13,20328.553,2.05,24.97
2018-02-14,20328.553,2.09,19.26
2018-02-15,20328.553,2.11,19.13
2018-02-16,20328.553,2.09,19.46
2018-02-20,20328.553,2.1,20.6
2018-02-21,20328.553,2.12,20.02
2018-02-22,20328.553,2.11,18.72
2018-02-23,20328.553,2.12,16.49
2018-02-26,20328.553,2.13,15.8
2018-02-27,20328.553,2.13,18.59
2018-02-28,20328.553,2.12,19.85
2018-03-01,20328.553,2.1,22.47
2018-03-02,20328.553,2.12,19.59
2018-03-05,20328.553,2.13,18.73
2018-03-06,20328.553,2.12,18.36
2018-03-07,20328.553,2.13,17.76
2018-03-08,20328.553,2.11,16.54
2018-03-09,20328.553,2.12,14.64
2018-03-12,20328.553,2.1,15.78
2018-03-13,20328.553,2.09,16.35
2018-03-14,20328.553,2.07,17.23
2018-03-15,20328.553,2.08,16.59
2018-03-16,20328.553,2.08,15.8
2018-03-19,20328.553,2.08,19.02
2018-03-20,20328.553,2.08,18.2
2018-03-21,20328.553,2.09,17.86
2018-03-22,20328.553,2.08,23.34
2018-03-23,20328.553,2.07,24.87
2018-03-26,20328.553,2.08,21.03
2018-03-27,20328.553,2.07,22.5
2018-03-28,20328.553,2.05,22.87
2018-03-29,20328.553,2.05,19.97
2018-04-02,20580.912,2.05,23.62
2018-04-03,20580.912,2.08,21.1
2018-04-04,20580.912,2.08,20.06
2018-04-05,20580.912,2.08,18.94
2018-04-06,20580.912,2.07,21.49
2018-04-09,20580.912,2.07,21.77
2018-04-10,20580.912,2.08,20.47
2018-04-11,20580.912,2.11,20.24
2018-04-12,20580.912,2.13,18.49
2018-04-13,20580.912,2.13,17.41
2018-04-16,20580.912,2.12,16.56
2018-04-17,20580.912,2.14,15.25
2018-04-18,20580.912,2.16,15.6
2018-04-19,20580.912,2.17,15.96
2018-04-20,20580.912,2.17,16.88
2018-04-23,20580.912,2.18,16.34
2018-04-24,20580.912,2.17,18.02
2018-04-25,20580.912,2.17,17.84
2018-04-26,20580.912,2.18,16.24
2018-04-27,20580.912,2.17,15.41
2018-04-30,20580.912,2.17,15.93
2018-05-01,20580.912,2.16,15.49
2018-05-02,20580.912,2.17,15.97
2018-05-03,20580.912,2.16,15.9
2018-05-04,20580.912,2.16,14.77
2018-05-07,20580.912,2.17,14.75
2018-05-08,20580.912,2.16,14.71
2018-05-09,20580.912,2.18,13.42
2018-05-10,20580.912,2.17,13.23
2018-05-11,20580.912,2.15,12.65
2018-05-14,20580.912,2.15,12.93
2018-05-15,20580.912,2.18,14.63
2018-05-16,20580.912,2.17,13.42
2018-05-17,20580.912,2.16,13.43
2018-05-18,20580.912,2.15,13.42
2018-05-21,20580.912,2.16,13.08
2018-05-22,20580.912,2.15,13.22
2018-05-23,20580.912,2.14,12.58
2018-05-24,20580.912,2.12,12.53
2018-05-25,20580.912,2.09,13.22
2018-05-29,20580.912,2.04,17.02
2018-05-30,20580.912,2.06,14.94
2018-05-31,20580.912,2.07,15.43
2018-06-01,20580.912,2.09,13.46
2018-06-04,20580.912,2.12,12.74
2018-06-05,20580.912,2.13,12.4
2018-06-06,20580.912,2.14,11.64
2018-06-07,20580.912,2.13,12.13
2018-06-08,20580.912,2.11,12.18
2018-06-11,20580.912,2.13,12.35
2018-06-12,20580.912,2.13,12.34
2018-06-13,20580.912,2.12,12.94
2018-06-14,20580.912,2.12,12.12
2018-06-15,20580.912,2.12,11.98
2018-06-18,20580.912,2.12,12.31
2018-06-19,20580.912,2.12,13.35
2018-06-20,20580.912,2.12,12.79
2018-06-21,20580.912,2.11,14.64
2018-06-22,20580.912,2.12,13.77
2018-06-25,20580.912,2.1,17.33
2018-06-26,20580.912,2.12,15.92
2018-06-27,20580.912,2.11,17.91
2018-06-28,20580.912,2.1,16.85
2018-06-29,20580.912,2.11,16.09
2018-07-02,20798.73,2.14,15.6
2018-07-03,20798.73,2.12,16.14
2018-07-05,20798.73,2.13,14.97
2018-07-06,20798.73,2.12,13.37
2018-07-09,20798.73,2.13,12.69
2018-07-10,20798.73,2.13,12.64
2018-07-11,20798.73,2.11,13.63
2018-07-12,20798.73,2.1,12.58
2018-07-13,20798.73,2.11,12.18
2018-07-16,20798.73,2.1,12.83
2018-07-17,20798.73,2.09,12.06
2018-07-18,20798.73,2.09,12.1
2018-07-19,20798.73,2.09,12.87
2018-07-20,20798.73,2.11,12.86
2018-07-23,20798.73,2.11,12.62
2018-07-24,20798.73,2.11,12.41
2018-07-25,20798.73,2.13,12.29
2018-07-26,20798.73,2.11,12.14
2018-07-27,20798.73,2.12,13.03
2018-07-30,20798.73,2.13,14.26
2018-07-31,20798.73,2.12,12.83
2018-08-01,20798.73,2.13,13.15
2018-08-02,20798.73,2.12,12.19
2018-08-03,20798.73,2.12,11.64
2018-08-06,20798.73,2.11,11.27
2018-08-07,20798.73,2.13,10.93
2018-08-08,20798.73,2.11,10.85
2018-08-09,20798.73,2.11,11.27
2018-08-10,20798.73,2.09,13.16
2018-08-13,20798.73,2.1,14.78
2018-08-14,20798.73,2.09,13.31
2018-08-15,20798.73,2.08,14.64
2018-08-16,20798.73,2.08,13.45
2018-08-17,20798.73,2.08,12.64
2018-08-20,20798.73,2.07,12.49
2018-08-21,20798.73,2.08,12.86
2018-08-22,20798.73,2.08,12.25
2018-08-23,20798.73,2.09,12.41
2018-08-24,20798.73,2.09,11.99
2018-08-27,20798.73,2.11,12.16
2018-08-28,20798.73,2.11,12.5
2018-08-29,20798.73,2.12,12.25
2018-08-30,20798.73,2.1,13.53
2018-08-31,20798.73,2.08,12.86
2018-09-04,20798.73,2.1,13.16
2018-09-05,20798.73,2.09,13.91
2018-09-06,20798.73,2.08,14.65
2018-09-07,20798.73,2.1,14.88
2018-09-10,20798.73,2.1,14.16
2018-09-11,20798.73,2.12,13.22
2018-09-12,20798.73,2.12,13.14
2018-09-13,20798.73,2.1,12.37
2018-09-14,20798.73,2.1,12.07
2018-09-17,20798.73,2.1,13.68
2018-09-18,20798.73,2.13,12.79
2018-09-19,20798.73,2.15,11.75
2018-09-20,20798.73,2.15,11.8
2018-09-21,20798.73,2.15,11.68
2018-09-24,20798.73,2.16,12.2
2018-09-25,20798.73,2.16,12.42
2018-09-26,20798.73,2.14,12.89
2018-09-27,20798.73,2.15,12.41
2018-09-28,20798.73,2.14,12.12
2018-10-01,20917.867,2.14,12.0
2018-10-02,20917.867,2.12,12.05
2018-10-03,20917.867,2.16,11.61
2018-10-04,20917.867,2.16,14.22
2018-10-05,20917.867,2.16,14.82
2018-10-08,20917.867,,15.69
2018-10-09,20917.867,2.17,15.95
2018-10-10,20917.867,2.16,22.96
2018-10-11,20917.867,2.12,24.98
2018-10-12,20917.867,2.12,21.31
2018-10-15,20917.867,2.13,21.3
2018-10-16,20917.867,2.13,17.62
2018-10-17,20917.867,2.13,17.4
2018-10-18,20917.867,2.1,20.06
2018-10-19,20917.867,2.11,19.89
2018-10-22,20917.867,2.11,19.64
2018-10-23,20917.867,2.09,20.71
2018-10-24,20917.867,2.07,25.23
2018-10-25,20917.867,2.05,24.22
2018-10-26,20917.867,2.06,24.16
2018-10-29,20917.867,2.06,24.7
2018-10-30,20917.867,2.05,23.35
2018-10-31,20917.867,2.05,21.23
2018-11-01,20917.867,2.02,19.34
2018-11-02,20917.867,2.06,19.51
2018-11-05,20917.867,2.06,19.96
2018-11-06,20917.867,2.07,19.91
2018-11-07,20917.867,2.07,16.36
2018-11-08,20917.867,2.07,16.72
2018-11-09,20917.867,2.04,17.36
2018-11-12,20917.867,,20.45
2018-11-13,20917.867,2.02,20.02
2018-11-14,20917.867,2.0,21.25
2018-11-15,20917.867,2.0,19.98
2018-11-16,20917.867,2.02,18.14
2018-11-19,20917.867,1.99,20.1
2018-11-20,20917.867,1.97,22.48
2018-11-21,20917.867,1.97,20.8
2018-11-23,20917.867,1.96,21.52
2018-11-26,20917.867,1.96,18.9
2018-11-27,20917.867,1.91,19.02
2018-11-28,20917.867,1.94,18.49
2018-11-29,20917.867,1.98,18.79
2018-11-30,20917.867,1.97,18.07
2018-12-03,20917.867,1.96,16.44
2018-12-04,20917.867,1.94,20.74
2018-12-06,20917.867,1.9,21.19
2018-12-07,20917.867,1.89,23.23
2018-12-10,20917.867,1.86,22.64
2018-12-11,20917.867,1.83,21.76
2018-12-12,20917.867,1.83,21.46
2018-12-13,20917.867,1.83,20.65
2018-12-14,20917.867,1.82,21.63
2018-12-17,20917.867,1.81,24.52
2018-12-18,20917.867,1.81,25.58
2018-12-19,20917.867,1.8,25.58
2018-12-20,20917.867,1.76,28.38
2018-12-21,20917.867,1.77,30.11
2018-12-24,20917.867,1.75,36.07
2018-12-26,20917.867,1.77,30.41
2018-12-27,20917.867,1.74,29.96
2018-12-28,20917.867,1.73,28.34
2018-12-31,20917.867,1.71,25.42
2019-01-02,21111.6,1.7,23.22
2019-01-03,21111.6,1.68,25.45
2019-01-04,21111.6,1.76,21.38
2019-01-07,21111.6,1.78,21.4
